icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
2682,11/21/2023,No Updates,2023,ICSA-23-325-02,Fuji Electric Tellus Lite V-Simulator,Fuji Electric,Tellus Lite V-Simulator,Fuji Electric reports that the following versions of Tellus Lite V-Simulator remote monitoring software are affected: Tellus Lite V-Simulator: versions prior to V4.0.19.0,"CVE-2023-35127, CVE-2023-40152, CVE-2023-5299",7.8,High,"CWE-121, CWE-787, CWE-284",Critical Manufacturing,Worldwide,Japan
2681,11/16/2023,No Updates,2023,ICSA-23-320-01,Red Lion Sixnet RTUs,Red Lion,Sixnet RTU,The following Red Lion products are affected: ST-IPm-8460: Firmware 6.0.202 and later ST-IPm-6350: Firmware version 4.9.114 and later VT-mIPm-135-D: Firmware version 4.9.114 and later VT-mIPm-245-D: Firmware version 4.9.114 and later VT-IPm2m-213-D: Firmware version 4.9.114 and later VT-IPm2m-113-D: Firmware version 4.9.114 and later,"CVE-2023-42770, CVE-2023-40151",10,Critical,"CWE-288, CWE-749",Critical Manufacturing,Worldwide,United States
2680,11/16/2023,No Updates,2023,ICSA-23-320-02,Hitachi Energy MACH System Software,Hitachi Energy,MACH System Software,The following Hitachi Energy products are affected: MACH SSW: Version 5.0 to 7.17.0.0 MACH SSW: Version 7.10.0.0 to 7.18.0.0,"CVE-2023-2621, CVE-2023-2622",6.5,Medium,"CWE-29, CWE-266",Energy,Worldwide,Switzerland
2679,11/16/2023,No Updates,2023,ICSA-23-320-03,Siemens Desigo CC product family,Siemens,Desigo CC product family,Siemens reports that the following products are affected by vulnerabilities in the underlying third-party component WIBU Systems CodeMeter Runtime: Desigo CC product family V5.0: All versions Desigo CC product family V5.1: All versions Desigo CC product family V6: All versions Desigo CC product family V7: All versions,"CVE-2021-20093, CVE-2021-20094, CVE-2023-3935",9.1,Critical,"CWE-126, CWE-122",Commercial Facilities; Government Facilities,Worldwide,Germany
2678,11/16/2023,No Updates,2023,ICSA-23-320-04,Siemens Mendix Runtime,Siemens,"Mendix 7, Mendix 8, Mendix 9, Mendix 10","The following versions of Siemens Mendix Applications, are affected: Mendix Applications using Mendix 7: all versions prior to V7.23.37 Mendix Applications using Mendix 8: all versions prior to V8.18.27 Mendix Applications using Mendix 9: all versions prior to V9.24.10 Mendix Applications using Mendix 10: all versions prior to V10.4.0",CVE-2023-45794,6.8,Medium,CWE-294,Multiple Critical Sectors,Worldwide,Germany
2677,11/16/2023,No Updates,2023,ICSA-23-320-05,Siemens SCALANCE W700,Siemens,SCALANCE W700,"The following products of Siemens, are affected: SCALANCE W721-1 RJ45 (6GK5721-1FC00-0AA0): All versions SCALANCE W721-1 RJ45 (6GK5721-1FC00-0AB0): All versions SCALANCE W722-1 RJ45 (6GK5722-1FC00-0AA0): All versions SCALANCE W722-1 RJ45 (6GK5722-1FC00-0AB0): All versions SCALANCE W722-1 RJ45 (6GK5722-1FC00-0AC0): All versions SCALANCE W734-1 RJ45 (6GK5734-1FX00-0AA0): All versions SCALANCE W734-1 RJ45 (6GK5734-1FX00-0AA6): All versions SCALANCE W734-1 RJ45 (6GK5734-1FX00-0AB0): All versions SCALANCE W734-1 RJ45 (USA) (6GK5734-1FX00-0AB6): All versions SCALANCE W738-1 M12 (6GK5738-1GY00-0AA0): All versions SCALANCE W738-1 M12 (6GK5738-1GY00-0AB0): All versions SCALANCE W748-1 M12 (6GK5748-1GD00-0AA0): All versions SCALANCE W748-1 M12 (6GK5748-1GD00-0AB0): All versions SCALANCE W748-1 RJ45 (6GK5748-1FC00-0AA0): All versions SCALANCE W748-1 RJ45 (6GK5748-1FC00-0AB0): All versions SCALANCE W761-1 RJ45 (6GK5761-1FC00-0AA0): All versions SCALANCE W761-1 RJ45 (6GK5761-1FC00-0AB0): All versions SCALANCE W774-1 M12 EEC (6GK5774-1FY00-0TA0): All versions SCALANCE W774-1 M12 EEC (6GK5774-1FY00-0TB0): All versions SCALANCE W774-1 RJ45 (6GK5774-1FX00-0AA0): All versions SCALANCE W774-1 RJ45 (6GK5774-1FX00-0AA6): All versions SCALANCE W774-1 RJ45 (6GK5774-1FX00-0AB0): All versions SCALANCE W774-1 RJ45 (6GK5774-1FX00-0AC0): All versions SCALANCE W774-1 RJ45 (USA) (6GK5774-1FX00-0AB6): All versions SCALANCE W778-1 M12 (6GK5778-1GY00-0AA0): All versions SCALANCE W778-1 M12 (6GK5778-1GY00-0AB0): All versions SCALANCE W778-1 M12 EEC (6GK5778-1GY00-0TA0): All versions SCALANCE W778-1 M12 EEC (USA) (6GK5778-1GY00-0TB0): All versions SCALANCE W786-1 RJ45 (6GK5786-1FC00-0AA0): All versions SCALANCE W786-1 RJ45 (6GK5786-1FC00-0AB0): All versions SCALANCE W786-2 RJ45 (6GK5786-2FC00-0AA0): All versions SCALANCE W786-2 RJ45 (6GK5786-2FC00-0AB0): All versions SCALANCE W786-2 RJ45 (6GK5786-2FC00-0AC0): All versions SCALANCE W786-2 SFP (6GK5786-2FE00-0AA0): All versions SCALANCE W786-2 SFP (6GK5786-2FE00-0AB0): All versions SCALANCE W786-2IA RJ45 (6GK5786-2HC00-0AA0): All versions SCALANCE W786-2IA RJ45 (6GK5786-2HC00-0AB0): All versions SCALANCE W788-1 M12 (6GK5788-1GD00-0AA0): All versions SCALANCE W788-1 M12 (6GK5788-1GD00-0AB0): All versions SCALANCE W788-1 RJ45 (6GK5788-1FC00-0AA0): All versions SCALANCE W788-1 RJ45 (6GK5788-1FC00-0AB0): All versions SCALANCE W788-2 M12 (6GK5788-2GD00-0AA0): All versions SCALANCE W788-2 M12 (6GK5788-2GD00-0AB0): All versions SCALANCE W788-2 M12 EEC (6GK5788-2GD00-0TA0): All versions SCALANCE W788-2 M12 EEC (6GK5788-2GD00-0TB0): All versions SCALANCE W788-2 M12 EEC (6GK5788-2GD00-0TC0): All versions SCALANCE W788-2 RJ45 (6GK5788-2FC00-0AA0): All versions SCALANCE W788-2 RJ45 (6GK5788-2FC00-0AB0): All versions SCALANCE W788-2 RJ45 (6GK5788-2FC00-0AC0): All versions SCALANCE W1748-1 M12 (6GK5748-1GY01-0AA0): All versions SCALANCE W1748-1 M12 (6GK5748-1GY01-0TA0): All versions SCALANCE W1788-1 M12 (6GK5788-1GY01-0AA0): All versions SCALANCE W1788-2 EEC M12 (6GK5788-2GY01-0TA0): All versions SCALANCE W1788-2 M12 (6GK5788-2GY01-0AA0): All versions SCALANCE W1788-2IA M12 (6GK5788-2HY01-0AA0): All versions SCALANCE WAM763-1 (6GK5763-1AL00-7DA0): All versions SCALANCE WAM766-1 (EU) (6GK5766-1GE00-7DA0): All versions SCALANCE WAM766-1 (US) (6GK5766-1GE00-7DB0): All versions SCALANCE WAM766-1 EEC (EU) (6GK5766-1GE00-7TA0): All versions SCALANCE WAM766-1 EEC (US) (6GK5766-1GE00-7TB0): All versions SCALANCE WUM763-1 (6GK5763-1AL00-3AA0): All versions SCALANCE WUM763-1 (6GK5763-1AL00-3DA0): All versions SCALANCE WUM766-1 (EU) (6GK5766-1GE00-3DA0): All versions SCALANCE WUM766-1 (US) (6GK5766-1GE00-3DB0): All versions",CVE-2022-47522,8.4,High,CWE-20,Multiple Critical Sectors,Worldwide,Germany
2676,11/16/2023,No Updates,2023,ICSA-23-320-06,Siemens SIMATIC PCS neo,Siemens,SIMATIC PCS neo,The following Siemens products are affected: SIMATIC PCS neo: Versions prior to V4.1,"CVE-2023-46096, CVE-2023-46097, CVE-2023-46098, CVE-2023-46099",8,High,"CWE-306, CWE-89, CWE-942, CWE-79",Multiple Critical Sectors,Worldwide,Germany
2675,11/16/2023,No Updates,2023,ICSA-23-320-07,Siemens OPC UA Modeling Editor (SiOME),Siemens,OPC UA Modeling Editor (SiOME),"The following versions of Siemens OPC UA Modeling Editor (SiOME), are affected: OPC UA Modelling Editor (SiOME): versions prior to V2.8",CVE-2023-46590,7.5,High,CWE-611,Multiple Critical Sectors,Worldwide,Germany
2674,11/16/2023,No Updates,2023,ICSA-23-320-08,Siemens SCALANCE Family Products,Siemens,SCALANCE XB-200/XC-200/XP-200/XF-200BA/XR-300WG Family,"The following products of Siemens, are affected: SCALANCE XB205-3 (SC, PN) (6GK5205-3BB00-2AB2): Versions prior to V4.5 SCALANCE XB205-3 (ST, E/IP) (6GK5205-3BB00-2TB2): Versions prior to V4.5 SCALANCE XB205-3 (ST, E/IP) (6GK5205-3BD00-2TB2): Versions prior to V4.5 SCALANCE XB205-3 (ST, PN) (6GK5205-3BD00-2AB2): Versions prior to V4.5 SCALANCE XB205-3LD (SC, E/IP) (6GK5205-3BF00-2TB2): Versions prior to V4.5 SCALANCE XB205-3LD (SC, PN) (6GK5205-3BF00-2AB2): Versions prior to V4.5 SCALANCE XB208 (E/IP) (6GK5208-0BA00-2TB2): Versions prior to V4.5 SCALANCE XB208 (PN) (6GK5208-0BA00-2AB2): Versions prior to V4.5 SCALANCE XB213-3 (SC, E/IP) (6GK5213-3BD00-2TB2): Versions prior to V4.5 SCALANCE XB213-3 (SC, PN) (6GK5213-3BD00-2AB2): Versions prior to V4.5 SCALANCE XB213-3 (ST, E/IP) (6GK5213-3BB00-2TB2): Versions prior to V4.5 SCALANCE XB213-3 (ST, PN) (6GK5213-3BB00-2AB2): Versions prior to V4.5 SCALANCE XB213-3LD (SC, E/IP) (6GK5213-3BF00-2TB2): Versions prior to V4.5 SCALANCE XB213-3LD (SC, PN) (6GK5213-3BF00-2AB2): Versions prior to V4.5 SCALANCE XB216 (E/IP) (6GK5216-0BA00-2TB2): Versions prior to V4.5 SCALANCE XB216 (PN) (6GK5216-0BA00-2AB2): Versions prior to V4.5 SCALANCE XC206-2 (SC) (6GK5206-2BD00-2AC2): Versions prior to V4.5 SCALANCE XC206-2 (ST/BFOC) (6GK5206-2BB00-2AC2): Versions prior to V4.5 SCALANCE XC206-2G PoE (6GK5206-2RS00-2AC2): Versions prior to V4.5 SCALANCE XC206-2G PoE (54 V DC) (6GK5206-2RS00-5AC2): Versions prior to V4.5 SCALANCE XC206-2G PoE EEC (54 V DC) (6GK5206-2RS00-5FC2): Versions prior to V4.5 SCALANCE XC206-2SFP (6GK5206-2BS00-2AC2): Versions prior to V4.5 SCALANCE XC206-2SFP EEC (6GK5206-2BS00-2FC2): Versions prior to V4.5 SCALANCE XC206-2SFP G (6GK5206-2GS00-2AC2): Versions prior to V4.5 SCALANCE XC206-2SFP G (EIP DEF.) (6GK5206-2GS00-2TC2): Versions prior to V4.5 SCALANCE XC206-2SFP G EEC (6GK5206-2GS00-2FC2): Versions prior to V4.5 SCALANCE XC208 (6GK5208-0BA00-2AC2): Versions prior to V4.5 SCALANCE XC208EEC (6GK5208-0BA00-2FC2): Versions prior to V4.5 SCALANCE XC208G (6GK5208-0GA00-2AC2): Versions prior to V4.5 SCALANCE XC208G (EIP def.) (6GK5208-0GA00-2TC2): Versions prior to V4.5 SCALANCE XC208G EEC (6GK5208-0GA00-2FC2): Versions prior to V4.5 SCALANCE XC208G PoE (6GK5208-0RA00-2AC2): Versions prior to V4.5 SCALANCE XC208G PoE (54 V DC) (6GK5208-0RA00-5AC2): Versions prior to V4.5 SCALANCE XC216 (6GK5216-0BA00-2AC2): Versions prior to V4.5 SCALANCE XC216-3G PoE (6GK5216-3RS00-2AC2): Versions prior to V4.5 SCALANCE XC216-3G PoE (54 V DC) (6GK5216-3RS00-5AC2): Versions prior to V4.5 SCALANCE XC216-4C (6GK5216-4BS00-2AC2): Versions prior to V4.5 SCALANCE XC216-4C G (6GK5216-4GS00-2AC2): Versions prior to V4.5 SCALANCE XC216-4C G (EIP Def.) (6GK5216-4GS00-2TC2): Versions prior to V4.5 SCALANCE XC216-4C G EEC (6GK5216-4GS00-2FC2): Versions prior to V4.5 SCALANCE XC216EEC (6GK5216-0BA00-2FC2): Versions prior to V4.5 SCALANCE XC224 (6GK5224-0BA00-2AC2): Versions prior to V4.5 SCALANCE XC224-4C G (6GK5224-4GS00-2AC2): Versions prior to V4.5 SCALANCE XC224-4C G (EIP Def.) (6GK5224-4GS00-2TC2): Versions prior to V4.5 SCALANCE XC224-4C G EEC (6GK5224-4GS00-2FC2): Versions prior to V4.5 SCALANCE XF204 (6GK5204-0BA00-2GF2): Versions prior to V4.5 SCALANCE XF204 DNA (6GK5204-0BA00-2YF2): Versions prior to V4.5 SCALANCE XF204-2BA (6GK5204-2AA00-2GF2): Versions prior to V4.5 SCALANCE XF204-2BA DNA (6GK5204-2AA00-2YF2): Versions prior to V4.5 SCALANCE XP208 (6GK5208-0HA00-2AS6): Versions prior to V4.5 SCALANCE XP208 (Ethernet/IP) (6GK5208-0HA00-2TS6): Versions prior to V4.5 SCALANCE XP208EEC (6GK5208-0HA00-2ES6): Versions prior to V4.5 SCALANCE XP208PoE EEC (6GK5208-0UA00-5ES6): Versions prior to V4.5 SCALANCE XP216 (6GK5216-0HA00-2AS6): Versions prior to V4.5 SCALANCE XP216 (Ethernet/IP) (6GK5216-0HA00-2TS6): Versions prior to V4.5 SCALANCE XP216EEC (6GK5216-0HA00-2ES6): Versions prior to V4.5 SCALANCE XP216POE EEC (6GK5216-0UA00-5ES6): Versions prior to V4.5 SCALANCE XR324WG (24 x FE, AC 230V) (6GK5324-0BA00-3AR3): Versions prior to V4.5 SCALANCE XR324WG (24 X FE, DC 24V) (6GK5324-0BA00-2AR3): Versions prior to V4.5 SCALANCE XR326-2C PoE WG (6GK5326-2QS00-3AR3): Versions prior to V4.5 SCALANCE XR326-2C PoE WG (without UL) (6GK5326-2QS00-3RR3): Versions prior to V4.5 SCALANCE XR328-4C WG (24xFE, 4xGE, AC230V) (6GK5328-4FS00-3AR3): Versions prior to V4.5 SCALANCE XR328-4C WG (24xFE, 4xGE, AC230V) (6GK5328-4FS00-3RR3): Versions prior to V4.5 SCALANCE XR328-4C WG (24XFE, 4XGE, 24V) (6GK5328-4FS00-2AR3): Versions prior to V4.5 SCALANCE XR328-4C WG (24xFE, 4xGE,DC24V) (6GK5328-4FS00-2RR3): Versions prior to V4.5 SCALANCE XR328-4C WG (28xGE, AC 230V) (6GK5328-4SS00-3AR3): Versions prior to V4.5 SCALANCE XR328-4C WG (28xGE, DC 24V) (6GK5328-4SS00-2AR3): Versions prior to V4.5 SIPLUS NET SCALANCE XC206-2 (6AG1206-2BB00-7AC2): Versions prior to V4.5 SIPLUS NET SCALANCE XC206-2SFP (6AG1206-2BS00-7AC2): Versions prior to V4.5 SIPLUS NET SCALANCE XC208 (6AG1208-0BA00-7AC2): Versions prior to V4.5 SIPLUS NET SCALANCE XC216-4C (6AG1216-4BS00-7AC2): Versions prior to V4.5","CVE-2022-4203, CVE-2022-4304, CVE-2022-4450, CVE-2023-0216, CVE-2023-0217, CVE-2023-0401, CVE-2023-2650, CVE-2023-44317, CVE-2023-44318, CVE-2023-44319, CVE-2023-44320, CVE-2023-44321, CVE-2023-44322, CVE-2023-44373, CVE-2023-44374",9.1,Critical,"CWE-125, CWE-326, CWE-415, CWE-476,  CWE-770, CWE-349, CWE-321, CWE-328, CWE-425, CWE-400, CWE-252, CWE-74, CWE-567",Multiple Critical Sectors,Worldwide,Germany
2673,11/16/2023,No Updates,2023,ICSA-23-320-09,Siemens COMOS,Siemens,COMOS,The following products of Siemens are affected: COMOS: All versions,"CVE-2020-25020, CVE-2020-35460, CVE-2022-23095, CVE-2022-28807, CVE-2022-28808, CVE-2022-28809, CVE-2023-0933, CVE-2023-1530, CVE-2023-2931, CVE-2023-2932, CVE-2023-22669, CVE-2023-22670, CVE-2023-43503, CVE-2023-43504, CVE-2023-43505, CVE-2023-46601",9.8,Critical,"CWE-611, CWE-22, CWE-787, CWE-125, CWE-190, CWE-416, CWE-122, CWE-319, CWE-120, CWE-284",Critical Manufacturing,Worldwide,Germany
2672,11/16/2023,No Updates,2023,ICSA-23-320-10,Siemens SIPROTEC 4 7SJ66,Siemens,SIPROTEC 4 7SJ66,Siemens reports that the following SIPROTEC products are affected due to vulnerabilities in the underlying Wind River VxWorks network stack: SIPROTEC 4 7SJ66: versions prior to V4.41,"CVE-2019-12255, CVE-2019-12256, CVE-2019-12258, CVE-2019-12259, CVE-2019-12260, CVE-2019-12261, CVE-2019-12262, CVE-2019-12263, CVE-2019-12265",9.8,Critical,"CWE-120, CWE-384, CWE-476, CWE-346, CWE-362, CWE-401",Critical Manufacturing,Worldwide,Germany
2671,11/16/2023,No Updates,2023,ICSA-23-320-11,Siemens Mendix Studio Pro,Siemens,"Mendix Studio Pro 7, 8, 9, 10.","The following products of Siemens, are affected: Mendix Studio Pro 7: Versions prior to V7.23.37 Mendix Studio Pro 8: Versions prior to V8.18.27 Mendix Studio Pro 9: Versions prior to V9.24.0 Mendix Studio Pro 10: Versions prior to V10.3.1",CVE-2023-4863,7.5,High,CWE-787,Critical Manufacturing,Worldwide,Germany
2670,11/16/2023,No Updates,2023,ICSA-23-320-12,Siemens PNI,Siemens,SINEC PNI,"The following products of Siemens, are affected: SINEC PNI: Versions prior to V2.0","CVE-2022-30184, CVE-2022-37434, CVE-2022-41032, CVE-2023-21808, CVE-2023-24895, CVE-2023-24897, CVE-2023-24936, CVE-2023-28260, CVE-2023-29331 , CVE-2023-32032,  CVE-2023-33126, CVE-2023-33128, CVE-2023-33135",9.8,Critical,"CWE-20, CWE-787",Critical Manufacturing,Worldwide,Germany
2669,11/16/2023,No Updates,2023,ICSA-23-320-13,Siemens SIMATIC MV500,Siemens,SIMATIC MV500,"The following products of Siemens, are affected: SIMATIC MV500 family: Versions prior to V3.3.5","CVE-2022-23218, CVE-2022-23219, CVE-2022-44792, CVE-2022-44793, CVE-2023-2975, CVE-2023-3446, CVE-2023-3446, CVE-2023-3817, CVE-2023-35788",9.8,Critical,"CWE-120, CWE-476, CWE-287, CWE-1333, CWE-834, CWE-787",Critical Manufacturing,Worldwide,Germany
2668,11/16/2023,No Updates,2023,ICSA-23-320-14,Siemens RUGGEDCOM APE1808 Devices,Siemens,RUGGEDCOM APE1808,The following components of Siemens are affected: RUGGEDCOM APE1808 with Nozomi Guardian / CMC: All versions before V22.6.3 or 23.1.0,"CVE-2023-2567, CVE-2023-29245, CVE-2023-32649",8.1,High,"CWE-89, CWE-20",Multiple Critical Sectors,Worldwide,Germany
2667,11/14/2023,No Updates,2023,ICSA-23-318-01,AVEVA Operations Control Logger,AVEVA,Operations Control Logger,"AVEVA has created a security update to address vulnerabilities in the AVEVA Operations Control Logger (formerly known as ArchestrA Logger), impacting the following products: AVEVA SystemPlatform: 2020 R2 SP1 P01 and prior AVEVA Historian: 2020 R2 SP1 P01 and prior AVEVA Application Server: 2020 R2 SP1 P01 and prior AVEVA InTouch: 2020 R2 SP1 P01 and prior AVEVA Enterprise Licensing (formerly known as License Manager): version 3.7.002 and prior AVEVA Manufacturing Execution System (formerly known as Wonderware MES): 2020 P01 and prior AVEVA Recipe Management: 2020 R2 Update 1 Patch 2 and prior AVEVA Batch Management: 2020 SP1 and prior AVEVA Edge (formerly known as Indusoft Web Studio): 2020 R2 SP1 P01 and prior AVEVA Worktasks (formerly known as Workflow Management): 2020 U2 and prior AVEVA Plant SCADA (formerly known as Citect): 2020 R2 Update 15 and prior AVEVA Mobile Operator (formerly known as IntelaTrac Mobile Operator Rounds): 2020 R1 and prior AVEVA Communication Drivers Pack: 2020 R2 SP1 and prior AVEVA Telemetry Server: 2020 R2 SP1 and prior.","CVE-2023-33873, CVE-2023-34982",7.8,High,"CWE-250, CWE-73",Critical Manufacturing,Worldwide,United Kingdom
2666,11/14/2023,No Updates,2023,ICSA-23-318-02,Rockwell Automation SIS Workstation and ISaGRAF Workbench,Rockwell Automation,SIS Workstation and ISaGRAF Workbench,Rockwell Automation reports the following versions of SIS Workstation and ISaGRAF Workbench Code are affected: Safety Instrumented System Workstation: v1.2 up to but not including v2.00 ISaGRAF Workbench: v6.6.9 up to but not including v6.06.10,CVE-2015-9268,7.8,High,CWE-20,Critical Manufacturing,Worldwide,United States
2665,11/9/2023,No Updates,2023,ICSA-23-313-01,Johnson Controls Quantum HD Unity,Johnson Controls Inc.,Quantum HD Unity,The following Johnson Controls Quantum HD Unity products are affected: Quantum HD Unity Compressor control panels (Q5): All versions prior to v11.22 Quantum HD Unity Compressor control panels (Q6): All versions prior to v12.22 Quantum HD Unity AcuAir control panels(Q5): All versions prior to v11.12 Quantum HD Unity AcuAir control panels(Q6): All versions prior to v12.12 Quantum HD Unity Condenser/Vessel control panels (Q5): All versions prior to v11.11 Quantum HD Unity Condenser/Vessel control panels (Q6): All versions prior to v12.11 Quantum HD Unity Evaporator control panels (Q5): All versions prior to v11.11 Quantum HD Unity Evaporator control panels (Q6): All versions prior to v12.11 Quantum HD Unity Engine Room control panels (Q5): All versions prior to v11.11 Quantum HD Unity Engine Room control panels (Q6): All versions prior to v12.11 Quantum HD Unity Interface control panels (Q5): All versions prior to v11.11 Quantum HD Unity Interface control panels (Q6): All versions prior to v12.11,CVE-2023-4804,10,Critical,CWE-489,Critical Manufacturing,Worldwide,Ireland
2664,11/9/2023,No Updates,2023,ICSA-23-313-02,Hitachi Energy eSOMS,Hitachi Energy,eSOMS,The following Hitachi Energy products are affected: eSOMS: v6.3.13 and prior,"CVE-2023-5514, CVE-2023-5515, CVE-2023-5516",5.3,Medium,"CWE-209, CWE-497",Energy,Worldwide,Switzerland
2663,11/7/2023,No Updates,2023,ICSA-23-311-01,GE MiCOM S1 Agile,GE,MiCOM S1 Agile,The following versions of General Electric MiCOM S1 Agile is affected: MiCOM S1 Agile: All versions.,CVE-2023-0898,5.3,Medium,CWE-427,Multiple Critical Sectors,Worldwide,United States
2662,11/2/2023,No Updates,2023,ICSA-23-306-01,Red Lion Crimson,Red Lion,"FlexEdge Gateway, DA50A, DA70A running Crimson",The following Red Lion products are affected: Crimson: v3.2.0053.18 or prior,CVE-2023-5719,8.8,High,CWE-158,Multiple Critical Sectors,Worldwide,United States
2661,11/2/2023,No Updates,2023,ICSA-23-306-02,Mitsubishi Electric MELSEC iQ-F Series CPU Module,Mitsubishi Electric,MELSEC iQ-F Series,"The following Mitsubishi Electric MELSEC iQ-F Series products are affected (Products with * are sold in limited regions): FX5U-xMy/z x=32,64,80, y=T,R, z=ES,DS,ESS,DSS (Serial number 17X**** and later): All versions FX5U-xMy/z x=32,64,80, y=T,R, z=ES,DS,ESS,DSS (Serial number 179**** and prior): Versions 1.060 or later FX5UC-xMy/z x=32,64,96, y=T, z=D,DSS (Serial number 17X**** and later): All versions FX5UC-xMy/z x=32,64,96, y=T, z=D,DSS (Serial number 179**** and prior): Versions 1.060 or later FX5UC-32MT/DS-TS, FX5UC-32MT/DSS-TS, FX5UC-32MR/DS-TS: All versions FX5UJ-xMy/z x=24,40,60, y=T,R, z=ES,DS,ESS,DSS: All versions FX5UJ-xMy/ES-A* x=24,40,60, y=T,R: All versions FX5S-xMy/z x=30,40,60,80*, y=T,R, z=ES,ESS: All versions",CVE-2023-4625,5.3,Medium,CWE-307,Critical Manufacturing,Worldwide,Japan
