icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
2075,5/24/2022,No Updates,2022,ICSA-22-144-01,Rockwell Automation Logix Controllers,Rockwell Automation,Logix Controllers,"Rockwell Automation reports this vulnerability affects the following Logix Controllers: 
CompactLogix 5380 controllers: firmware Versions 32.013 and earlier
Compact GuardLogix 5380 controllers: firmware Versions 32.013 and earlier
CompactLogix 5480 controllers: firmware Versions 32.013 and earlier
ControlLogix 5580 controllers: firmware Versions 32.013 and earlier
GuardLogix 5580 controllers: firmware Versions 32.013 and earlier
CompactLogix 5370 controllers: firmware Versions 33.013 and earlier
Compact GuardLogix 5370 controllers: firmware Versions 33.013 and earlier
ControlLogix 5570 controllers: firmware Versions 33.013 and earlier
GuardLogix 5570 controllers: firmware Versions 33.013 and earlier.",CVE-2022-1797,6.8,Medium,CWE-400,Multiple Critical Sectors,Worldwide,United States
2074,5/24/2022,No Updates,2022,ICSA-22-144-02,Matrikon OPC Server,Matrikon (Subsidiary of Honeywell),Matrikon OPC Server,The following versions of Makitron OPC software are affected: Matrikon OPC Server: All versions.,CVE-2022-1261,5.8,Medium,CWE-284,Multiple Critical Sectors,Worldwide,Canada
2073,5/19/2022,5/31/2022,2022,ICSA-22-139-01,Mitsubishi Electric MELSEC iQ-F Series (Update A),Mitsubishi Electric,MELSEC iQ-F Series,"The following versions of the MELSEC iQ-F series a CPU module are affected:
--------- Begin Update A Part 1 of 3 ---------
MELSEC iQ-F FX5U-xMy/z x=32,64,80, y=T,R, z=ES,DS,ESS,DSS with serial number 17X**** or later: All versions prior to 1.270
MELSEC iQ-F FX5U-xMy/z x=32,64,80, y=T,R, z=ES,DS,ESS,DSS with Serial number 179**** and prior: All versions prior to 1.073
MELSEC iQ-F FX5UC-xMy/z x=32,64,96, y=T,R, z=D,DSS with serial number 17X**** or later: All versions prior to 1.270
MELSEC iQ-F FX5UC-xMy/z x=32,64,96, y=T,R, z=D,DSS with Serial number 179**** and prior: All versions prior to 1.073
--------- End Update A Part 1 of 3 ---------
MELSEC iQ-F FX5UC-32MT/DS-TS, FX5UC-32MT/DSS-TS, FX5UC-32MR/DS-TS: All versions prior to 1.270
MELSEC iQ-F FX5UJ-xMy/z x=24,40,60, y=T,R, z=ES,ESS: All versions prior to 1.030
--------- Begin Update A Part 2 of 3 ---------
MELSEC iQ-F FX5UJ-xMy/ES-A x=24,40,60, y=T.R: All versions prior to 1.031 (These products are sold in limited regions)
MELSEC iQ-F FX5S-xMy/z x=30,40,60,80, y=T.R, z=ES,ESS: Version 1.000 (These products are sold in limited regions)
--------- End Update A Part 2 of 3 ---------","CVE-2022-25161
CVE-2022-25162",8.6,High,CWE-20,Critical Manufacturing,Worldwide,Japan
2072,5/17/2022,No Updates,2022,ICSA-22-137-01,Circutor COMPACT DC-S BASIC,Circutor,COMPACT DC-S BASIC,"The following versions of Circutor COMPACT DC-S BASIC, a smart metering concentrator, are affected: Circutor COMPACT DC-S BASIC: CIR_CDC_v1.2.17.",CVE-2022-1669,6.8,Medium,CWE-121,Critical Manufacturing,Worldwide,Spain
2071,5/12/2022,No Updates,2022,ICSA-22-132-01,Delta Electronics CNCSoft,Delta Electronics,CNCSoft,"The following versions of CNCSoft, a software management platform, are affected: CNCSoft: All versions prior to 1.01.32.","CVE-2022-1405
CVE-2022-1404",7.8,High,"CWE-121
CWE-125",Critical Manufacturing,Worldwide,Taiwan
2070,5/12/2022,No Updates,2022,ICSA-22-132-02,Mitsubishi Electric MELSOFT iQ AppPortal,Mitsubishi Electric,MELSOFT iQ AppPortal,"The following MELSOFT iQ AppPortal versions using the vulnerable open-source software used by VisualSVN Server, are affected: MELSOFT iQ AppPortal (SW1DND-IQAPL-M): Versions 1.00A through 1.26C.","CVE-2020-13938
CVE-2021-26691
CVE-2021-34798
CVE-2021-3711
CVE-2021-44790
CVE-2022-22720
CVE-2022-23943
CVE-2022-0778",9.8,Critical,"CWE-862
CWE-787
CWE-476
CWE-120
CWE-444
CWE-835",Critical Manufacturing,Worldwide,Japan
2069,5/12/2022,No Updates,2022,ICSA-22-132-03,Inkscape in Industrial Products,Inkscape,"Inkscape, an open-source graphics editor",The following versions of the Inkscape open-source graphics editor are affected: Inkscape Version 0.91.,"CVE-2021-42700
CVE-2021-42702
CVE-2021-42704",7.8,High,"CWE-125
CWE-824
CWE-787",Multiple Sectors,Worldwide,Open-source
2068,5/12/2022,No Updates,2022,ICSA-22-132-04,Cambium Networks cnMaestro,Cambium Networks,cnMaestro,"The following versions of cnMaestro, a Network management system, are affected:
 cnMaestro On-Premises: All versions prior to 3.0.3-r32
 cnMaestro On-Premises: All versions prior to 2.4.2-r29
 cnMaestro On-Premises: All versions prior to 3.0.0-r34.","CVE-2022-1357
CVE-2022-1358
CVE-2022-1361
CVE-2022-1360
CVE-2022-1362
CVE-2022-1359
CVE-2022-1356",9.8,Critical,"CWE-78
CWE-89
CWE-22
CWE-676",Information Technology,Worldwide,United States
2067,5/12/2022,No Updates,2022,ICSA-22-132-05,Siemens Industrial PCs and CNC devices,Siemens,Industrial PCs and CNC devices,"Siemens reports these vulnerabilities affect the following Industrial PCs and CNC devices:
 SIMATIC Drive Controller family: All versions prior to v05.00.01.00
 SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (incl. SIPLUS variants): All versions prior to v0209_0105
 SIMATIC Field PG M5: All BIOS versions prior to v22.01.08
 SIMATIC Field PG M6: All versions
 SIMATIC IPC127E: All versions
 SIMATIC IPC427E (incl. SIPLUS variants): All BIOS versions prior to v21.01.15
 SIMATIC IPC477E: All BIOS versions prior to v21.01.15
 SIMATIC IPC477E Pro: All BIOS versions prior to v21.01.15
 SIMATIC IPC527G: All BIOS versions prior to v1.4.0
 SIMATIC IPC527G: All BIOS versions prior to v1.4.0
 SIMATIC IPC547G: All versions prior to R1.30.0
 SIMATIC IPC627E: All BIOS versions prior to v25.02.08
 SIMATIC IPC647E: All BIOS versions prior to v25.02.08
 SIMATIC IPC677E: All BIOS versions prior to v25.02.08
 SIMATIC IPC847E: All BIOS versions prior to v25.02.08
 SIMATIC ITP1000: All BIOS versions prior to v23.01.08
 SINUMERIK 828D HW PU.4: All versions prior to v08.00.00.00
 SINUMERIK MC MCU 1720: All versions prior to v05.00.00.00
 SINUMERIK ONE / SINUMERIK 840D sl Handheld Terminal HT 10: All versions
 SINUMERIK ONE NCU 1740: All versions prior to v04.00.00.00
 SINUMERIK ONE PPU 1740: All versions prior to v06.00.00.00.","CVE-2020-8694
CVE-2020-0590
CVE-2020-8698
CVE-2020-8745",7.8,High,"CWE-20
CWE-287
CWE-1189
CWE-269",Multiple Sectors,Worldwide,Germany
2066,5/12/2022,No Updates,2022,ICSA-22-132-06,Siemens SIMATIC WinCC,Siemens,"SIMATIC PCS, WinCC","The following Siemens products are affected:
 SIMATIC PCS 7 v9.0: All versions
 SIMATIC PCS 7 v9.1: All versions
 SIMATIC WinCC Runtime Professional v16: All versions
 SIMATIC WinCC Runtime Professional v17: All versions
 SIMATIC WinCC v7.4: All versions
 SIMATIC WinCC v7.5: All versions prior to 7.5 SP2 Update 8.",CVE-2022-24287,7.8,High,CWE-1188,Multiple Sectors,Worldwide,Germany
2065,5/12/2022,No Updates,2022,ICSA-22-132-07,Siemens SICAM P850 and SICAM P855,Siemens,Siemens SICAM P850 and SICAM P855,"The following versions of SICAM P850 and SICAM P855, electrical variable measuring devices, are affected:
 SICAM P850 7KG8500-0AA00-0AA0: All versions prior to v3.0
 SICAM P850 7KG8500-0AA00-2AA0: All versions prior to v3.0
 SICAM P850 7KG8500-0AA10-0AA0: All versions prior to v3.0
 SICAM P850 7KG8500-0AA10-2AA0: All versions prior to v3.0
 SICAM P850 7KG8500-0AA30-0AA0: All versions prior to v3.0
 SICAM P850 7KG8500-0AA30-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA01-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA01-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA02-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA02-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA11-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA11-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA12-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA12-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA31-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA31-2AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA32-0AA0: All versions prior to v3.0
 SICAM P850 7KG8501-0AA32-2AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA00-0AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA00-2AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA10-0AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA10-2AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA30-0AA0: All versions prior to v3.0
 SICAM P855 7KG8550-0AA30-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA01-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA01-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA02-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA02-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA11-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA11-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA12-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA12-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA31-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA31-2AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA32-0AA0: All versions prior to v3.0
 SICAM P855 7KG8551-0AA32-2AA0: All versions prior to v3.0.","CVE-2022-29872
CVE-2022-29873
CVE-2022-29874
CVE-2022-29876
CVE-2022-29877
CVE-2022-29878
CVE-2022-29879
CVE-2022-29880
CVE-2022-29881
CVE-2022-29882
CVE-2022-29883",9.8,Critical,"CWE-141
CWE-319
CWE-79
CWE-306
CWE-294
CWE-287",Multiple Sectors,Worldwide,Germany
2064,5/12/2022,No Updates,2022,ICSA-22-132-08,Siemens Industrial Products with OPC UA,Siemens,"SIMATIC NET PC, SITOP Manager, TeleControl Server Basic","The following Siemens industrial products are affected:
 SIMATIC NET PC Software v14: All versions prior to 14 SP1 Update 14
 SIMATIC NET PC Software v15: All versions
 SIMATIC NET PC Software v16: All versions 
 SIMATIC NET PC Software v17: All versions prior to 17 SP1
 SITOP Manager: All versions
 TeleControl Server Basic v3: All versions.",CVE-2021-45117,6.5,Medium,CWE-476,Multiple Sectors,Worldwide,Germany
2063,5/12/2022,No Updates,2022,ICSA-22-132-09,Siemens JT2GO and Teamcenter Visualization,Siemens,"JT2GO, Teamcenter Visualization","The following Siemens products are affected:
 JT2GO: All versions prior to v13.3.0.3
 Teamcenter Visualization v13.3: All versions prior to v13.3.0.3
 Teamcenter Visualization v14.0: All versions prior to v14.0.0.1.","CVE-2022-29029
CVE-2022-29028
CVE-2022-29030
CVE-2022-29031
CVE-2022-29032
CVE-2022-29033",7.8,High,"CWE-835
CWE-476
CWE-680
CWE-415
CWE-824",Multiple Sectors,Worldwide,Germany
2062,5/12/2022,No Updates,2022,ICSA-22-132-10,Siemens Desigo PXC and DXR Devices,Siemens,PXC and DXR Devices,"Siemens reports this vulnerability affects the following Desigo DXR and PXC controllers:
 Desigo DXR2: All versions prior to v01.21.142.5-22
 Desigo PXC3: All versions prior to v01.21.142.4-18
 Desigo PXC4: All versions prior to v02.20.142.10-10884
 Desigo PXC5: All versions prior to v02.20.142.10-10884.","CVE-2022-24039
CVE-2022-24040
CVE-2022-24041
CVE-2022-24042
CVE-2022-24043
CVE-2022-24044
CVE-2022-24045
CVE-2021-41545",9,Critical,"CWE-75
CWE-400
CWE-916
CWE-613
CWE-203
CWE-307
CWE-614
CWE-248",Multiple Sectors,Worldwide,Germany
2061,5/12/2022,No Updates,2022,ICSA-22-132-11,Siemens SIMATIC CP 44x-1 RNA,Siemens,"SIMATIC CP 442-1 RNA, 443-1 RNA","The following Siemens products are affected:
 SIMATIC CP 442-1 RNA: All versions prior to v1.5.18
 SIMATIC CP 443-1 RNA: All versions prior to v1.5.18.",CVE-2022-27640,7.4,High,CWE-400,Multiple Sectors,Worldwide,Germany
2060,5/12/2022,No Updates,2022,ICSA-22-132-12,Siemens Industrial Products,Siemens,OPC Foundation Local Discovery Server of several industrial products,"Siemens reports this vulnerability affects the OPC Foundation Local Discovery Server of the following Siemens industrial products: 
 SIMATIC NET PC Software v14: All versions prior to v14 SP1 Update 14
 SIMATIC NET PC Software v15: All versions
 SIMATIC NET PC Software v16: All versions
 SIMATIC NET PC Software v17: All versions prior to v17 SP1
 SIMATIC Process Historian OPC UA Server: All versions prior to 2020 SP1
 SIMATIC WinCC: All versions
 SIMATIC WinCC Runtime Professional: All versions
 SIMATIC WinCC Unified Scada Runtime: All versions
 TeleControl Server Basic v3: All versions.",CVE-2021-40142,7.5,High,CWE-119,Multiple Sectors,Worldwide,Germany
2059,5/12/2022,No Updates,2022,ICSA-22-132-13,Siemens Industrial Devices using libcurl,Siemens,Industrial devices using libcurl,"Siemens reports these vulnerabilities affect the following Siemens Industrial Devices using libcurl: 
 LOGO! CMR family: All versions
 RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2): All versions prior to v7.1
 RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2): All versions prior to v7.1
 SCALANCE M804PB (6GK5804-0AP00-2AA2): All versions prior to v7.1
 SCALANCE M812-1 ADSL-Router (Annex A) (6GK5812-1AA00-2AA2): All versions prior to v7.1
 SCALANCE M812-1 ADSL-Router (Annex B) (6GK5812-1BA00-2AA2): All versions prior to v7.1
 SCALANCE M816-1 ADSL-Router (Annex A) (6GK5816-1AA00-2AA2): All versions prior to v7.1
 SCALANCE M816-1 ADSL-Router (Annex B) (6GK5816-1BA00-2AA2): All versions prior to v7.1
 SCALANCE M826-2 SHDSL-Router (6GK5826-2AB00-2AB2): All versions prior to v7.1
 SCALANCE M874-2 (6GK5874-2AA00-2AA2): All versions prior to v7.1 
 SCALANCE M874-3 (6GK5874-3AA00-2AA2): All versions prior to v7.1
 SCALANCE M876-3 (EVDO) (6GK5876-3AA02-2BA2): All versions prior to v7.1
 SCALANCE M876-3 (ROK) (6GK5876-3AA02-2EA2): All versions prior to v7.1
 SCALANCE M876-4 (EU) (6GK5876-4AA00-2BA2): All versions prior to v7.1
 SCALANCE M876-4 (NAM) (6GK5876-4AA00-2DA2): All versions prior to v7.1
 SCALANCE MUM856-1 (EU) (6GK5856-2EA00-3DA1): All versions prior to v7.1
 SCALANCE MUM856-1 (RoW) (6GK5856-2EA00-3AA1): All versions prior to v7.1
 SCALANCE S615 (6GK5615-0AA00-2AA2): All versions prior to v7.1
 SIMATIC CP 1543-1 (6GK7543-1AX00-0XE0): All versions prior to v3.0.22
 SIMATIC CP 1545-1 (6GK7545-1GX00-0XE0): All versions
 SIMATIC RTU3010C (6NH3112-0BA00-0XX0): All versions prior to v5.0
 SIMATIC RTU3030C (6NH3112-3BA00-0XX0): All versions prior to v5.0
 SIMATIC RTU3031C (6NH3112-3BB00-0XX0): All versions prior to v5.0
 SIMATIC RTU3041C (6NH3112-4BB00-0XX0): All versions prior to v5.0
 SIPLUS NET CP 1543-1 (6AG1543-1AX00-2XE0): All versions prior to v3.0.22.","CVE-2021-22901
CVE-2021-22924",8.1,High,CWE-416,Critical Manufacturing,Worldwide,Germany
2058,5/12/2022,No Updates,2022,ICSA-22-132-14,Siemens Simcenter Femap,Siemens,Simcenter Femap,"The following versions of Simcenter Femap, an advanced simulation application, are affected: Simcenter Femap: All versions prior to v2020.2.",CVE-2022-27653,7.8,High,CWE-787,Critical Manufacturing,Worldwide,Germany
2057,5/12/2022,No Updates,2022,ICSA-22-132-15,Siemens OpenV2G,Siemens,OpenV2G,Siemens reports this vulnerability affects the following open-source implementation of the ISO/IEC vehicle-to-grid communication interface (V2G CI) standard: OpenV2G: v0.9.4.,CVE-2022-27242,6.2,Medium,CWE-120,Transportation Systems,Worldwide,Germany
2056,5/12/2022,No Updates,2022,ICSA-22-132-16,Siemens Teamcenter,Siemens,Teamcenter,"Siemens reports these vulnerabilities affect the following Teamcenter product lifecycle management software:
 Teamcenter v12.4: All versions prior to v12.4.0.13
 Teamcenter v13.0: All versions prior to v13.0.0.9
 Teamcenter v13.1: All versions
 Teamcenter v13.2: All versions prior to v13.2.0.8
 Teamcenter v13.3: All versions prior to v13.3.0.3
 Teamcenter v14.0: All versions.","CVE-2022-24290
CVE-2022-29801",7.8,High,"CWE-121
CWE-611",Multiple Sectors,Worldwide,Germany
2055,5/10/2022,No Updates,2022,ICSA-22-130-01,Adminer in Industrial Products,Adminer,Adminer,"The following versions of Adminer, a database management tool, are affected: Adminer: Versions 1.112.0 to 4.6.2.",CVE-2021-43008,7.5,High,CWE-552,Multiple Sectors,Worldwide,Czech Republic
2054,5/10/2022,No Updates,2022,ICSA-22-130-02,Eaton Intelligent Power Protector,Eaton,Intelligent Power Protector (IPP),"The following versions of Eaton IPP, a power protection platform, are affected: Eaton Intelligent Power Protector (IPP): All versions prior to v1.69 release 166.",CVE-2021-23283,5.2,Medium,CWE-79,Multiple Sectors,Worldwide,Ireland
2053,5/10/2022,No Updates,2022,ICSA-22-130-03,Eaton Intelligent Power Manager Infrastructure,Eaton,Intelligent Power Manager Infrastructure,The following Eaton Intelligent power monitoring products are affected: Eaton Intelligent Power Manager Infrastructure (IPM Infrastructure): All versions including v1.5.0 plus205.,"CVE-2021-23284
CVE-2021-23285
CVE-2021-23286",5.7,Medium,"CWE-79
CWE-1236",Multiple Sectors,Worldwide,Ireland
2052,5/10/2022,No Updates,2022,ICSA-22-130-04,Eaton Intelligent Power Manager,Eaton,Intelligent Power Manager (IPM) v1,"The following versions of Eaton IPM, a power management platform, are affected: Eaton Intelligent Power Manager (IPM) v1: All versions prior to v1.70.",CVE-2021-23282,5.2,Medium,CWE-79,Multiple Sectors,Worldwide,Ireland
2051,5/10/2022,No Updates,2022,ICSA-22-130-05,AVEVA InTouch Access Anywhere and Plant SCADA Access Anywhere,AVEVA,AVEVA InTouch Access Anywhere and AVEVA Plant SCADA Access Anywhere,"AVEVA reports this vulnerability affects the following HMI products: AVEVA InTouch Access Anywhere: All versions; 
 AVEVA Plant SCADA Access Anywhere (formerly known as AVEVA Citect Anywhere and Schneider Electric Citect Anywhere): All versions.",CVE-2022-1467,7.4,High,CWE-668,"Chemical, Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater Systems",Worldwide,United Kingdom
2050,5/10/2022,No Updates,2022,ICSA-22-130-06,Mitsubishi Electric MELSOFT GT OPC UA,Mitsubishi Electric,MELSOFT GT OPC UA Client,The following products and version combinations using OPC UA Client Connections are affected: MELSOFT GT OPC UA Client: Versions 1.00A to 1.02C; GT SoftGOT2000: Versions 1.215Z to 1.270G.,"CVE-2021-3712
CVE-2021-23840",7.5,High,"CWE-125
CWE-190",Critical Manufacturing,Worldwide,Japan
2049,5/5/2022,No Updates,2022,ICSA-22-125-01,Johnson Controls Metasys,Johnson Controls Inc.,Metasys ADS/ADX/OAS Servers,Johnson Controls reports this vulnerability affects the following Metasys ADS/ADX/OAS Servers: Metasys ADS/ADX/OAS Servers: Versions 10 and 11.,CVE-2022-21934,8,High,CWE-620,Critical Manufacturing,Worldwide,Ireland
